age,gender,change_mood,mental_score,pop,rock,hip-hop/rap,country,classical,jazz,folk,metal,electronic/dance,others,Song,Danceability,Energy,Valence,Acousticness,Instrumentalness,Tempo,Key,Speechiness,1-2 hours,3-4 hours,Less than 1 hour,More than 5 hours,music_type_matches_mood,music_type_no_music_when_down,music_type_contrasts_mood,music_type_both
21,1.0,0,3.75,1,1,1,0,0,0,0,0,1,0,Disparate Youth - Santigold,0.76,0.78,0.62,0.22,0.05,126.8,5,0.07,1,0,0,0,1,0,0,0
22,,1,0.7499999999999996,1,1,1,1,0,1,1,0,1,0,the giver - chappell roan,0.62,0.68,0.54,0.38,0.0,114.7,8,0.05,0,1,0,0,0,0,0,0
21,1.0,0,11.75,1,0,0,0,0,0,0,0,0,1,Half a Man - Dean Lewis,0.46,0.52,0.36,0.84,0.01,94.6,3,0.04,1,0,0,0,1,0,0,0
22,0.0,0,-5.499999999999998,0,0,0,0,0,0,0,0,1,1,Phurrr - Diplo & Pritam,0.78,0.84,0.68,0.16,0.04,132.6,7,0.08,0,0,0,1,0,0,0,0
16,1.0,1,0.5000000000000004,1,0,1,0,0,0,1,0,0,1,Shiver Asha Banks,0.74,0.68,0.52,0.32,0.01,118.7,10,0.06,0,0,0,1,0,0,0,0
21,1.0,1,7.5,1,1,1,0,0,0,0,0,0,0,Headlock - Imogen Heap,0.58,0.62,0.48,0.56,0.12,106.8,1,0.05,1,0,0,0,1,0,0,0
19,1.0,1,-1.9999999999999996,1,0,0,0,0,0,0,0,0,0,You are the reason - Calum Scott,0.38,0.42,0.54,0.92,0.0,88.6,4,0.04,0,1,0,0,0,0,0,0
26,0.0,1,6.75,1,0,0,0,0,0,0,0,1,0,Genesis - Justice,0.72,0.86,0.58,0.14,0.48,136.8,9,0.05,0,1,0,0,0,0,1,0
22,0.0,1,6.0,1,1,1,0,1,0,0,0,0,0,Timeless - The Weeknd,0.78,0.68,0.64,0.26,0.02,122.8,6,0.06,0,0,1,0,0,0,1,0
22,1.0,1,9.25,1,0,1,0,1,0,0,0,0,1,Murder - Hamza,0.72,0.76,0.42,0.18,0.0,128.4,3,0.26,1,0,0,0,0,0,1,0
21,1.0,1,-2.9999999999999982,1,1,1,0,1,1,0,0,0,0,ZITTI E BUONI - Måneskin,0.56,0.93,0.69,0.08,0.02,138.7,5,0.08,1,0,0,0,1,0,0,0
30,0.0,1,8.0,1,1,1,1,1,1,0,1,1,0,Thunderstruck - AC/ DC,0.46,0.98,0.72,0.06,0.04,156.8,8,0.06,0,1,0,0,0,0,1,0
22,1.0,1,10.25,1,0,1,0,0,0,0,0,0,0,"COEUR DE ICE - Zola, Damso",0.68,0.72,0.38,0.24,0.0,128.4,1,0.24,1,0,0,0,1,0,0,0
18,0.0,1,-1.0000000000000009,1,0,0,0,1,0,0,0,0,1,Toxic till the end - Rosé,0.74,0.78,0.48,0.22,0.0,126.7,7,0.06,1,0,0,0,0,0,0,0
18,0.0,1,0.0,1,1,0,0,0,0,0,1,0,0,Summertime sadness - Lana del rey,0.56,0.62,0.32,0.48,0.01,112.6,10,0.05,0,0,0,1,0,0,1,0
24,0.0,1,3.0000000000000004,0,1,1,0,1,0,0,0,0,1,Through the fire and flames - DragonForce,0.32,0.98,0.64,0.04,0.06,186.4,4,0.05,0,0,1,0,0,0,0,0
18,0.0,1,7.0,1,1,0,0,0,0,0,0,0,0,Une belle histoire - Michel Fugain,0.58,0.46,0.84,0.76,0.02,98.7,6,0.04,1,0,0,0,1,0,0,0
21,1.0,0,13.0,1,0,0,0,0,0,0,0,0,1,And you don't remember - Mariah Carey,0.62,0.52,0.36,0.64,0.0,92.6,9,0.05,1,0,0,0,0,0,1,0
21,1.0,0,7.0,1,1,1,0,1,1,0,0,1,1,Bad romance - laylow,0.74,0.78,0.48,0.18,0.01,128.4,2,0.12,0,1,0,0,1,0,0,0
19,1.0,1,5.75,1,0,1,0,0,0,0,0,0,0,Die with a smile - Bruno Mars,0.48,0.52,0.62,0.78,0.0,94.6,5,0.04,0,1,0,0,1,0,0,0
18,0.0,1,-2.5,0,0,1,0,0,0,0,0,0,0,Il bat - lekchan,0.68,0.64,0.48,0.32,0.0,112.6,8,0.16,0,1,0,0,1,0,0,0
19,1.0,1,-1.7500000000000004,0,0,1,0,0,1,0,0,0,1,Take your mask off- tyler the creator,0.72,0.68,0.54,0.26,0.0,126.4,3,0.18,0,1,0,0,1,0,0,0
20,0.0,1,-4.750000000000001,1,0,1,0,1,0,0,0,1,0,A Sky Full of Stars - Coldplay,0.64,0.85,0.72,0.18,0.04,128.6,7,0.05,0,0,1,0,0,0,1,0
22,0.0,1,5.5,1,0,1,1,0,0,0,0,0,1,Have a good summer (Without me) - Valley,0.76,0.68,0.82,0.38,0.02,116.7,1,0.06,0,1,0,0,1,0,0,0
20,1.0,1,5.0,1,1,0,0,0,0,0,0,0,0,Sugar - Maroon 5,0.78,0.72,0.84,0.22,0.0,122.8,6,0.05,1,0,0,0,0,0,1,0
19,,0,5.249999999999999,1,1,0,0,0,1,0,0,1,0,GPT - StayC,0.82,0.84,0.76,0.14,0.01,128.6,10,0.07,0,0,0,1,0,0,0,0
23,0.0,1,5.0,1,1,0,0,0,0,0,1,0,0,Best Friend 4ever- serious bacon,0.74,0.68,0.84,0.32,0.01,118.7,9,0.06,1,0,0,0,0,0,0,0
22,0.0,1,1.25,1,1,0,0,0,1,0,0,0,0,Apple pie - Lizzy McAlpine,0.58,0.48,0.62,0.76,0.0,98.6,4,0.04,1,0,0,0,0,0,1,0
21,1.0,1,-0.2500000000000002,1,1,1,0,0,0,0,0,0,0,BLUE/BIGBANG,0.48,0.72,0.38,0.26,0.01,114.7,7,0.06,1,0,0,0,0,0,0,0
23,1.0,1,2.5,1,1,0,0,0,0,0,1,0,0,"Just awake - Fear, and Loathing in Las Vegas",0.68,0.92,0.58,0.08,0.02,146.8,2,0.07,1,0,0,0,0,0,0,0
23,1.0,1,3.2499999999999996,1,0,1,0,0,0,0,0,0,1,Die for me - Chase Atlantic,0.72,0.78,0.36,0.18,0.01,132.6,5,0.08,1,0,0,0,1,0,0,0
22,1.0,0,0.5000000000000004,1,0,0,0,0,0,0,0,0,0,espresso,0.82,0.78,0.72,0.14,0.0,130.6,1,0.07,1,0,0,0,0,1,0,0
19,1.0,1,9.25,1,1,0,0,1,0,0,1,0,0,Caramel - Sleep Token,0.46,0.76,0.42,0.28,0.04,114.8,8,0.05,0,1,0,0,0,0,1,0
21,0.0,1,-1.7500000000000004,1,1,1,1,1,1,1,1,1,1,One Kiss Calvin Harris & Dua Lipa,0.86,0.78,0.74,0.12,0.02,124.6,3,0.06,0,1,0,0,0,0,1,0
